Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Driver_Age,Driver_Gender,Penalty_Points,Weather_Condition,Road_Condition,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Comments,Violation_Type,Fine_Amount,Location,Date,Time
VLT103076,Over-speeding,-0.3727629,Maharashtra,2031-06-21,12:04,Scooter,Red,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Dry,Suspended,-0.49021432,Yes,Yes,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,Yes,Yes,Online,Yes,Repeat Offender,Overloading,0.07503347,West Bengal,2028-06-04,22:48
VLT100550,Over-speeding,-0.3727629,Uttar Pradesh,2024-07-21,09:16,Scooter,White,-0.38655567,-0.38484493,Female,-0.3809822,Rainy,Under Construction,Suspended,2.0399241,No,,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,No,Yes,Online,No,Repeat Offender,Overloading,0.038503297,Delhi,2028-06-04,22:48
VLT101850,Over-speeding,-0.3727629,West Bengal,2028-02-11,17:40,Scooter,Silver,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Dry,Suspended,-0.49021432,Yes,,Red,1.4192667,-0.70976007,-0.712151,Negative,No,No,Cash,No,Repeat Offender,Overloading,0.06739772,West Bengal,2028-06-04,22:48
VLT103321,Over-speeding,-0.3727629,West Bengal,2032-02-21,03:39,Scooter,Yellow,-0.38655567,2.5984492,Other,-0.3809822,Foggy,Potholes,Suspended,2.0399241,No,Yes,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,No,No,Cash,Yes,Repeat Offender,Overloading,0.058722623,West Bengal,2028-06-04,22:48
VLT103143,Over-speeding,-0.3727629,Maharashtra,2031-08-27,03:34,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Under Construction,Suspended,-0.49021432,No,Yes,Green,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Card,No,Repeat Offender,Overloading,-0.093477145,West Bengal,2028-06-04,22:48
VLT103943,Over-speeding,-0.3727629,Delhi,2033-11-04,16:43,Scooter,Grey,-0.38655567,-0.38484493,Male,-0.3809822,Foggy,Slippery,Suspended,2.0399241,No,Yes,Red,1.4192667,1.4089267,-0.712151,Not Conducted,No,No,Online,Yes,Repeat Offender,Overloading,0.05990024,West Bengal,2028-06-04,22:48
VLT100375,Over-speeding,-0.3727629,Tamil Nadu,2024-01-28,20:54,Scooter,Green,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Potholes,Suspended,2.0399241,No,Yes,Green,-0.7045892,1.4089267,-0.712151,Not Conducted,Yes,Yes,Not Paid,No,Repeat Offender,Overloading,0.06441886,West Bengal,2028-06-04,22:48
VLT103610,Over-speeding,-0.3727629,Gujarat,2032-12-06,07:28,Scooter,Grey,-0.38655567,2.5984492,Other,-0.3809822,Rainy,Under Construction,Suspended,2.0399241,Yes,Yes,Red,1.4192667,-0.70976007,-0.712151,Negative,Yes,Yes,Not Paid,No,Repeat Offender,Overloading,0.074411795,West Bengal,2028-06-04,22:48
VLT101452,Over-speeding,-0.3727629,West Bengal,2027-01-09,18:51,Scooter,Red,-0.38655567,2.5984492,Other,-0.3809822,Dust Storm,Under Construction,Valid,-0.49021432,No,Yes,Green,-0.7045892,1.4089267,-0.712151,Positive,Yes,No,Card,Yes,Repeat Offender,Overloading,0.068033665,West Bengal,2028-06-04,22:48
VLT103940,Over-speeding,-0.3727629,Gujarat,2033-11-01,17:06,Scooter,Green,-0.38655567,-0.38484493,Male,-0.3809822,Dust Storm,Slippery,Valid,-0.49021432,No,Yes,Yellow,-0.7045892,1.4089267,-0.712151,Not Conducted,No,Yes,Not Paid,Yes,Repeat Offender,Overloading,0.056811973,West Bengal,2028-06-04,22:48
VLT102007,Over-speeding,-0.3727629,Karnataka,2028-07-17,11:48,Scooter,Yellow,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Wet,Expired,-0.49021432,No,Yes,Green,1.4192667,-0.70976007,-0.712151,Negative,No,Yes,Not Paid,No,Repeat Offender,Overloading,0.052449785,Delhi,2028-06-04,00:47
VLT102762,Over-speeding,-0.3727629,Delhi,2030-08-11,01:23,Scooter,Silver,-0.38655567,2.5984492,Other,-0.3809822,Dust Storm,Wet,Expired,-0.49021432,No,Yes,Red,-0.7045892,-0.70976007,1.4041966,Positive,No,No,Cash,No,Repeat Offender,Overloading,0.09321402,West Bengal,2028-06-04,22:48
VLT102396,Over-speeding,-0.3727629,Maharashtra,2029-08-10,07:52,Scooter,Grey,-0.38655567,-0.38484493,Other,-0.3809822,Dust Storm,Slippery,Suspended,-0.49021432,Yes,Yes,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,No,No,Card,No,Repeat Offender,Overloading,0.06469306,West Bengal,2028-06-04,22:48
VLT101273,Over-speeding,-0.3727629,Maharashtra,2026-07-14,22:42,Scooter,Yellow,-0.38655567,-0.38484493,Male,-0.3809822,Foggy,Under Construction,Valid,-0.49021432,No,No,Yellow,-0.7045892,1.4089267,-0.712151,Positive,No,No,Online,No,Repeat Offender,Overloading,0.054705482,Delhi,2028-06-04,22:48
VLT101701,Over-speeding,-0.3727629,Gujarat,2027-09-15,18:21,Scooter,Grey,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Under Construction,Valid,-0.49021432,,,Red,1.4192667,1.4089267,-0.712151,Not Conducted,No,No,Card,No,Repeat Offender,Overloading,0.09598279,West Bengal,2028-06-04,22:48
VLT100220,Over-speeding,-0.3727629,Tamil Nadu,2023-08-26,21:18,Scooter,Red,-0.38655567,-0.38484493,Other,-0.3809822,Rainy,Under Construction,Expired,-0.49021432,Yes,Yes,Green,1.4192667,-0.70976007,-0.712151,Negative,No,No,Cash,No,Repeat Offender,Overloading,0.07529203,West Bengal,2028-06-04,22:48
VLT101110,Over-speeding,-0.3727629,Karnataka,2026-02-01,05:57,Scooter,Green,2.5869496,-0.38484493,Other,-0.3809822,Foggy,Slippery,Suspended,-0.49021432,Yes,Yes,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,No,No,Cash,No,Repeat Offender,Overloading,0.04845573,West Bengal,2028-06-04,22:48
VLT100344,Over-speeding,-0.3727629,Karnataka,2023-12-28,18:12,Scooter,Silver,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Potholes,Suspended,-0.49021432,No,No,Red,1.4192667,-0.70976007,-0.712151,Negative,No,Yes,Not Paid,No,Repeat Offender,Overloading,0.061537903,West Bengal,2028-06-04,22:48
VLT100430,Over-speeding,-0.3727629,Maharashtra,2024-03-23,09:28,Scooter,Red,-0.38655567,-0.38484493,Female,-0.3809822,Foggy,Wet,Valid,-0.49021432,No,Yes,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,Yes,Yes,Not Paid,Yes,Repeat Offender,Overloading,0.05912882,West Bengal,2028-06-04,22:48
VLT100273,Over-speeding,-0.3727629,Gujarat,2023-10-18,13:35,Scooter,Grey,-0.38655567,2.5984492,Other,-0.3809822,Dust Storm,Slippery,Suspended,-0.49021432,No,Yes,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Cash,Yes,Repeat Offender,Overloading,0.06183453,West Bengal,2028-06-04,22:48
VLT102162,No Seatbelt,-0.3727629,Delhi,2028-12-19,10:27,Scooter,White,-0.38655567,-0.38484493,Other,2.6247945,Dust Storm,Under Construction,Valid,-0.49021432,,Yes,Green,-0.7045892,-0.70976007,1.4041966,Positive,Yes,No,Online,No,Repeat Offender,Overloading,0.06503497,West Bengal,2028-06-04,22:48
VLT103420,No Seatbelt,-0.3727629,Delhi,2032-05-30,08:43,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Potholes,Suspended,2.0399241,Yes,Yes,Green,-0.7045892,-0.70976007,-0.712151,Negative,No,Yes,Not Paid,No,Repeat Offender,Overloading,0.08616219,West Bengal,2028-06-04,22:48
VLT100694,Over-speeding,2.6826706,Delhi,2024-12-12,18:26,Scooter,White,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Under Construction,Valid,-0.49021432,Yes,Yes,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,Yes,No,Cash,Yes,Repeat Offender,Overloading,0.07823099,West Bengal,2028-06-04,22:48
VLT102458,Over-speeding,-0.3727629,Tamil Nadu,2029-10-11,12:31,Scooter,Green,2.5869496,-0.38484493,Other,-0.3809822,Dust Storm,Slippery,Expired,-0.49021432,Yes,No,Green,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Not Paid,No,Repeat Offender,Overloading,0.06484838,West Bengal,2028-06-04,22:48
VLT101067,Over-speeding,-0.3727629,Gujarat,2025-12-20,06:03,Scooter,White,-0.38655567,2.5984492,Other,-0.3809822,Rainy,Under Construction,Suspended,-0.49021432,Yes,Yes,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Online,Yes,Repeat Offender,Overloading,0.056405514,West Bengal,2028-06-04,22:48
VLT100365,Over-speeding,-0.3727629,Maharashtra,2024-01-18,21:04,Scooter,White,-0.38655567,-0.38484493,Other,2.6247945,Dust Storm,Potholes,Suspended,2.0399241,Yes,Yes,Red,-0.7045892,1.4089267,-0.712151,Positive,No,Yes,Online,No,Repeat Offender,Overloading,0.0723266,West Bengal,2028-06-04,22:48
VLT103264,Over-speeding,-0.3727629,West Bengal,2031-12-26,02:09,Scooter,Yellow,-0.38655567,-0.38484493,Female,-0.3809822,Foggy,Slippery,Expired,-0.49021432,,Yes,Red,1.4192667,-0.70976007,-0.712151,Negative,Yes,Yes,Online,No,Repeat Offender,Overloading,0.056217026,West Bengal,2028-06-04,22:48
VLT103879,Over-speeding,-0.3727629,Uttar Pradesh,2033-09-01,16:56,Scooter,Green,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Under Construction,Expired,-0.49021432,No,No,Green,-0.7045892,-0.70976007,1.4041966,Not Conducted,No,No,Online,Yes,Repeat Offender,Overloading,0.06828821,West Bengal,2028-06-04,22:48
VLT102882,Over-speeding,-0.3727629,Delhi,2030-12-09,13:02,Scooter,White,-0.38655567,-0.38484493,Female,-0.3809822,Cloudy,Slippery,Expired,-0.49021432,,,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,No,No,Cash,No,Repeat Offender,Overloading,0.055942696,West Bengal,2028-06-04,22:48
VLT101556,Over-speeding,-0.3727629,Tamil Nadu,2027-04-23,07:55,Scooter,Red,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Under Construction,Valid,-0.49021432,Yes,Yes,Green,1.4192667,-0.70976007,-0.712151,Negative,No,No,Cash,No,Repeat Offender,Overloading,0.066800006,West Bengal,2028-06-04,22:48
VLT103233,Over-speeding,-0.3727629,West Bengal,2031-11-25,06:44,Scooter,White,-0.38655567,-0.38484493,Other,2.6247945,Dust Storm,Slippery,Expired,-0.49021432,No,Yes,Yellow,-0.7045892,1.4089267,-0.712151,Not Conducted,No,Yes,Not Paid,No,Repeat Offender,Overloading,0.083525814,West Bengal,2028-06-04,22:48
VLT102527,No Seatbelt,-0.3727629,Delhi,2029-12-19,07:05,Scooter,Green,-0.38655567,-0.38484493,Other,2.6247945,Foggy,Dry,Suspended,-0.49021432,Yes,Yes,Red,1.4192667,1.4089267,-0.712151,Positive,Yes,Yes,Not Paid,Yes,Repeat Offender,Overloading,0.06871328,West Bengal,2028-06-04,22:48
VLT102388,Over-speeding,-0.3727629,Gujarat,2029-08-02,19:52,Scooter,Silver,-0.38655567,-0.38484493,Other,-0.3809822,Rainy,Under Construction,Valid,-0.49021432,,No,Yellow,-0.7045892,1.4089267,-0.712151,Positive,No,No,Card,No,Repeat Offender,Overloading,0.052757427,Delhi,2028-06-04,00:47
VLT102415,Over-speeding,-0.3727629,Gujarat,2029-08-29,22:42,Scooter,White,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Under Construction,Expired,-0.49021432,No,Yes,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,Yes,No,Not Paid,No,Repeat Offender,Overloading,0.07616255,West Bengal,2028-06-04,22:48
VLT100249,No Seatbelt,-0.3727629,Delhi,2023-09-24,23:13,Scooter,Silver,-0.38655567,-0.38484493,Other,-0.3809822,Dust Storm,Potholes,Suspended,-0.49021432,No,,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,Yes,Yes,Not Paid,No,Repeat Offender,Overloading,0.08216356,West Bengal,2028-06-04,22:48
VLT100370,No Seatbelt,-0.3727629,Delhi,2024-01-23,21:02,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Slippery,Suspended,2.0399241,No,Yes,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,No,No,Online,No,Repeat Offender,Overloading,0.07482004,West Bengal,2028-06-04,22:48
VLT103222,Over-speeding,-0.3727629,Uttar Pradesh,2031-11-14,01:06,Scooter,White,2.5869496,-0.38484493,Other,-0.3809822,Dust Storm,Dry,Suspended,-0.49021432,No,No,Red,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Cash,No,Repeat Offender,Overloading,0.060015835,West Bengal,2028-06-04,22:48
VLT100383,Over-speeding,-0.3727629,Gujarat,2024-02-05,20:39,Scooter,Silver,-0.38655567,-0.38484493,Female,-0.3809822,Rainy,Under Construction,Expired,-0.49021432,,Yes,Red,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Card,No,Repeat Offender,Overloading,0.053772252,West Bengal,2028-06-04,22:48
VLT100411,Over-speeding,-0.3727629,Tamil Nadu,2024-03-04,18:48,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Rainy,Under Construction,Suspended,-0.49021432,,No,Red,-0.7045892,1.4089267,-0.712151,Positive,No,No,Cash,Yes,Repeat Offender,Overloading,0.07306227,West Bengal,2028-06-04,22:48
VLT100529,Over-speeding,-0.3727629,West Bengal,2024-06-30,15:34,Scooter,Yellow,-0.38655567,-0.38484493,Other,2.6247945,Foggy,Wet,Suspended,2.0399241,,No,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Card,No,Repeat Offender,Overloading,0.08453983,West Bengal,2028-06-04,22:48
VLT103099,No Seatbelt,-0.3727629,Delhi,2031-07-14,13:13,Scooter,White,-0.38655567,-0.38484493,Other,-0.3809822,Dust Storm,Wet,Suspended,-0.49021432,,No,Red,1.4192667,-0.70976007,1.4041966,Positive,Yes,No,Not Paid,No,Repeat Offender,Overloading,0.082095474,West Bengal,2028-06-04,22:48
VLT103278,No Seatbelt,-0.3727629,Delhi,2032-01-09,18:50,Scooter,Red,-0.38655567,-0.38484493,Other,2.6247945,Dust Storm,Slippery,Suspended,-0.49021432,Yes,Yes,Green,1.4192667,-0.70976007,1.4041966,Not Conducted,No,Yes,Online,No,Repeat Offender,Overloading,0.039801225,West Bengal,2028-06-04,22:48
VLT101368,Over-speeding,-0.3727629,Gujarat,2026-10-17,17:02,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Rainy,Under Construction,Valid,-0.49021432,No,No,Red,1.4192667,-0.70976007,-0.712151,Negative,Yes,No,Card,Yes,Repeat Offender,Overloading,0.048551314,West Bengal,2028-06-04,22:48
VLT103893,Over-speeding,-0.3727629,Maharashtra,2033-09-15,23:02,Scooter,Red,-0.38655567,-0.38484493,Male,-0.3809822,Foggy,Dry,Suspended,-0.49021432,,No,Red,1.4192667,-0.70976007,1.4041966,Not Conducted,Yes,No,Cash,No,Repeat Offender,Overloading,0.09516596,West Bengal,2028-06-04,22:48
VLT100314,Over-speeding,-0.3727629,Tamil Nadu,2023-11-28,23:46,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Dust Storm,Under Construction,Suspended,-0.49021432,,Yes,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,No,No,Not Paid,No,Repeat Offender,Overloading,0.0926958,West Bengal,2028-06-04,22:48
VLT102040,Over-speeding,-0.3727629,Gujarat,2028-08-19,09:05,Scooter,Red,-0.38655567,2.5984492,Other,-0.3809822,Cloudy,Under Construction,Expired,-0.49021432,,No,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,Yes,No,Not Paid,Yes,Repeat Offender,Overloading,0.070995696,West Bengal,2028-06-04,22:48
VLT103350,Over-speeding,-0.3727629,West Bengal,2032-03-21,00:00,Scooter,Grey,2.5869496,-0.38484493,Other,-0.3809822,Foggy,Under Construction,Expired,-0.49021432,No,Yes,Red,1.4192667,-0.70976007,-0.712151,Negative,Yes,No,Card,No,Repeat Offender,Overloading,0.071520396,West Bengal,2028-06-04,22:48
VLT101779,No Seatbelt,-0.3727629,Delhi,2027-12-02,22:41,Scooter,Yellow,-0.38655567,-0.38484493,Other,-0.3809822,Dust Storm,Potholes,Suspended,-0.49021432,Yes,No,Red,-0.7045892,-0.70976007,1.4041966,Positive,No,No,Not Paid,Yes,Repeat Offender,Overloading,0.039213557,West Bengal,2028-06-04,22:48
VLT101574,No Seatbelt,-0.3727629,Delhi,2027-05-11,22:33,Scooter,Green,2.5869496,-0.38484493,Other,-0.3809822,Foggy,Potholes,Suspended,-0.49021432,,Yes,Red,-0.7045892,1.4089267,-0.712151,Positive,Yes,No,Not Paid,Yes,Repeat Offender,Overloading,0.08815946,West Bengal,2028-06-04,22:48
VLT103969,Over-speeding,-0.3727629,West Bengal,2033-11-30,02:36,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Slippery,Suspended,2.0399241,,Yes,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,No,No,Card,Yes,Repeat Offender,Overloading,0.05511977,West Bengal,2028-06-04,22:48
VLT101153,Over-speeding,2.6826706,Delhi,2026-03-16,10:27,Scooter,White,-0.38655567,-0.38484493,Male,-0.3809822,Cloudy,Wet,Suspended,2.0399241,Yes,Yes,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,Yes,No,Online,No,Repeat Offender,Overloading,0.06967331,West Bengal,2028-06-04,22:48
VLT100300,Over-speeding,-0.3727629,Karnataka,2023-11-14,12:55,Scooter,Red,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Under Construction,Suspended,-0.49021432,Yes,Yes,Green,-0.7045892,-0.70976007,1.4041966,Positive,Yes,No,Card,No,Repeat Offender,Overloading,0.08540252,West Bengal,2028-06-04,22:48
VLT103849,Over-speeding,-0.3727629,Uttar Pradesh,2033-08-02,12:35,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Potholes,Suspended,-0.49021432,No,Yes,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Card,No,Repeat Offender,Overloading,0.06131123,West Bengal,2028-06-04,22:48
VLT101637,Over-speeding,-0.3727629,Gujarat,2027-07-13,20:55,Scooter,Red,-0.38655567,-0.38484493,Male,-0.3809822,Foggy,Under Construction,Suspended,-0.49021432,No,,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Cash,No,Repeat Offender,Overloading,0.05578505,Delhi,2028-06-04,22:48
VLT102121,No Seatbelt,-0.3727629,Delhi,2028-11-08,21:59,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Wet,Expired,-0.49021432,Yes,Yes,Yellow,-0.7045892,-0.70976007,1.4041966,Positive,No,No,Card,No,Repeat Offender,Overloading,0.07945109,West Bengal,2028-06-04,22:48
VLT100917,Over-speeding,2.6826706,Punjab,2025-07-23,07:47,Scooter,White,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Potholes,Suspended,2.0399241,Yes,Yes,Green,1.4192667,-0.70976007,1.4041966,Positive,Yes,No,Cash,No,Repeat Offender,Overloading,0.07458941,West Bengal,2028-06-04,22:48
VLT101980,Over-speeding,-0.3727629,Gujarat,2028-06-20,16:41,Scooter,White,-0.38655567,-0.38484493,Female,-0.3809822,Cloudy,Wet,Valid,-0.49021432,No,Yes,Red,-0.7045892,-0.70976007,1.4041966,Positive,No,No,Card,Yes,Repeat Offender,Overloading,0.013659503,West Bengal,2028-06-04,22:48
VLT101893,Over-speeding,-0.3727629,Karnataka,2028-03-25,11:41,Scooter,White,-0.38655567,-0.38484493,Male,-0.3809822,Cloudy,Wet,Suspended,2.0399241,,Yes,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,Yes,Yes,Not Paid,No,Repeat Offender,Overloading,0.10093565,West Bengal,2028-06-04,22:48
VLT101162,Over-speeding,-0.3727629,Maharashtra,2026-03-25,08:52,Scooter,Red,-0.38655567,-0.38484493,Other,-0.3809822,Rainy,Under Construction,Valid,-0.49021432,Yes,No,Yellow,-0.7045892,-0.70976007,1.4041966,Positive,Yes,Yes,Online,No,Repeat Offender,Overloading,0.067012824,West Bengal,2028-06-04,22:48
VLT101296,Over-speeding,-0.3727629,Delhi,2026-08-06,00:51,Scooter,Yellow,-0.38655567,-0.38484493,Male,-0.3809822,Cloudy,Potholes,Expired,-0.49021432,Yes,Yes,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Online,No,Repeat Offender,Overloading,0.073605835,West Bengal,2028-06-04,22:48
VLT100549,Over-speeding,-0.3727629,Karnataka,2024-07-20,07:24,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Rainy,Under Construction,Suspended,2.0399241,No,Yes,Yellow,-0.7045892,-0.70976007,1.4041966,Positive,No,No,Cash,Yes,Repeat Offender,Overloading,0.0566063,West Bengal,2028-06-04,22:48
VLT102554,Over-speeding,2.6826706,Punjab,2030-01-15,09:32,Scooter,Silver,-0.38655567,-0.38484493,Male,-0.3809822,Rainy,Under Construction,Valid,-0.49021432,Yes,No,Yellow,-0.7045892,1.4089267,-0.712151,Positive,No,Yes,Not Paid,No,Repeat Offender,Overloading,0.06766849,West Bengal,2028-06-04,22:48
VLT103249,Over-speeding,2.6826706,Delhi,2031-12-11,07:56,Scooter,Yellow,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Wet,Suspended,-0.49021432,Yes,Yes,Red,1.4192667,-0.70976007,1.4041966,Positive,No,No,Card,No,Repeat Offender,Overloading,0.071059465,West Bengal,2028-06-04,22:48
VLT102538,Over-speeding,2.6826706,Delhi,2029-12-30,20:31,Scooter,White,-0.38655567,-0.38484493,Female,-0.3809822,Foggy,Wet,Valid,-0.49021432,No,Yes,Red,-0.7045892,1.4089267,-0.712151,Not Conducted,Yes,No,Not Paid,No,Repeat Offender,Overloading,0.061178885,West Bengal,2028-06-04,22:48
VLT102197,Over-speeding,-0.3727629,West Bengal,2029-01-23,06:40,Scooter,Yellow,-0.38655567,-0.38484493,Other,-0.3809822,Dust Storm,Potholes,Valid,-0.49021432,Yes,Yes,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,No,No,Online,Yes,Repeat Offender,Overloading,0.057947084,West Bengal,2028-06-04,22:48
VLT103673,Over-speeding,-0.3727629,West Bengal,2033-02-07,12:08,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Dust Storm,Wet,Suspended,-0.49021432,,,Yellow,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Card,No,Repeat Offender,Overloading,0.08164665,West Bengal,2028-06-04,22:48
VLT100265,No Seatbelt,-0.3727629,Delhi,2023-10-10,03:08,Scooter,Grey,2.5869496,-0.38484493,Other,-0.3809822,Cloudy,Potholes,Suspended,-0.49021432,Yes,Yes,Green,-0.7045892,-0.70976007,1.4041966,Positive,No,No,Card,Yes,Repeat Offender,Overloading,0.07386108,West Bengal,2028-06-04,22:48
VLT102912,Over-speeding,-0.3727629,Karnataka,2031-01-08,03:34,Scooter,Silver,2.5869496,-0.38484493,Other,-0.3809822,Foggy,Under Construction,Suspended,-0.49021432,,Yes,Red,1.4192667,-0.70976007,-0.712151,Negative,No,No,Not Paid,No,Repeat Offender,Overloading,0.06733769,West Bengal,2028-06-04,22:48
VLT100061,Over-speeding,-0.3727629,Delhi,2023-03-20,20:07,Scooter,Yellow,2.5869496,-0.38484493,Other,-0.3809822,Foggy,Wet,Expired,-0.49021432,Yes,Yes,Red,-0.7045892,-0.70976007,1.4041966,Not Conducted,No,No,Cash,No,Repeat Offender,Overloading,0.07107761,West Bengal,2028-06-04,22:48
VLT103005,No Seatbelt,-0.3727629,Delhi,2031-04-11,06:43,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Cloudy,Wet,Suspended,-0.49021432,,No,Red,1.4192667,1.4089267,-0.712151,Positive,Yes,No,Not Paid,No,Repeat Offender,Overloading,0.08555788,West Bengal,2028-06-04,22:48
VLT100641,Over-speeding,-0.3727629,Delhi,2024-10-20,15:40,Scooter,Silver,-0.38655567,-0.38484493,Female,-0.3809822,Dust Storm,Wet,Suspended,2.0399241,Yes,No,Red,1.4192667,-0.70976007,-0.712151,Negative,Yes,No,Not Paid,No,Repeat Offender,Overloading,0.07073499,West Bengal,2028-06-04,22:48
VLT103577,Over-speeding,-0.3727629,Uttar Pradesh,2032-11-03,10:41,Scooter,Yellow,-0.38655567,-0.38484493,Other,-0.3809822,Clear,Slippery,Suspended,-0.49021432,No,Yes,Green,1.4192667,1.4089267,-0.712151,Positive,Yes,No,Card,No,Repeat Offender,Overloading,0.07555299,West Bengal,2028-06-04,22:48
VLT101192,No Seatbelt,-0.3727629,Delhi,2026-04-24,08:32,Scooter,Green,-0.38655567,2.5984492,Other,-0.3809822,Cloudy,Potholes,Suspended,-0.49021432,,,Red,-0.7045892,-0.70976007,-0.712151,Negative,Yes,No,Online,No,Repeat Offender,Overloading,0.030811483,West Bengal,2028-06-04,22:48
VLT103377,Over-speeding,-0.3727629,West Bengal,2032-04-17,17:04,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Foggy,Wet,Valid,-0.49021432,Yes,Yes,Red,1.4192667,-0.70976007,-0.712151,Negative,No,No,Card,No,Repeat Offender,Overloading,0.05456729,West Bengal,2028-06-04,22:48
VLT103651,Over-speeding,-0.3727629,Karnataka,2033-01-16,13:00,Scooter,Yellow,-0.38655567,-0.38484493,Female,-0.3809822,Rainy,Under Construction,Suspended,-0.49021432,No,Yes,Yellow,-0.7045892,-0.70976007,1.4041966,Not Conducted,No,Yes,Online,No,Repeat Offender,Overloading,0.0652567,West Bengal,2028-06-04,22:48
VLT100166,No Seatbelt,-0.3727629,Delhi,2023-07-03,17:57,Scooter,Yellow,-0.38655567,-0.38484493,Other,-0.3809822,Dust Storm,Slippery,Suspended,2.0399241,Yes,No,Green,-0.7045892,1.4089267,-0.712151,Not Conducted,Yes,Yes,Not Paid,Yes,Repeat Offender,Overloading,0.08737174,West Bengal,2028-06-04,22:48
VLT100232,Over-speeding,-0.3727629,Uttar Pradesh,2023-09-07,07:37,Scooter,Black,-0.38655567,-0.38484493,Other,-0.3809822,Rainy,Under Construction,Valid,-0.49021432,,Yes,Yellow,-0.7045892,1.4089267,-0.712151,Not Conducted,No,No,Card,Yes,Repeat Offender,Overloading,0.06321389,West Bengal,2028-06-04,22:48
VLT102031,Over-speeding,2.6826706,Delhi,2028-08-10,03:41,Scooter,Grey,-0.38655567,-0.38484493,Male,-0.3809822,Cloudy,Potholes,Suspended,2.0399241,No,Yes,Yellow,-0.7045892,1.4089267,-0.712151,Not Conducted,No,No,Not Paid,No,Repeat Offender,Overloading,0.018945899,West Bengal,2028-06-04,22:48
VLT101629,Over-speeding,-0.3727629,Maharashtra,2027-07-05,11:30,Scooter,Silver,-0.38655567,-0.38484493,Other,2.6247945,Cloudy,Potholes,Valid,-0.49021432,No,Yes,Yellow,-0.7045892,1.4089267,-0.712151,Positive,No,No,Cash,No,Repeat Offender,Overloading,0.0596182,West Bengal,2028-06-04,22:48
